"date","club","country","elo"
"2004-09-15","Stuttgart","GER","1768.43"
"2004-09-15","Sunderland","ENG","1502.04"
"2004-09-15","Sundsvall","SWE","1344.66"
"2004-09-15","Tarragona","ESP","1542.50"
"2004-09-15","Tenerife","ESP","1624.59"
"2004-09-15","Terek Grozny","RUS","1347.45"
"2004-09-15","Ternana","ITA","1496.86"
"2004-09-15","Terrassa","ESP","1591.15"
"2004-09-15","Timisoara","ROM","1273.51"
"2004-09-15","Torino","ITA","1486.85"
"2004-09-15","Torpedo Moskva","RUS","1530.29"
"2004-09-15","Tottenham","ENG","1658.07"
"2004-09-15","Toulouse","FRA","1651.53"
"2004-09-15","Trabzonspor","TUR","1637.80"
"2004-09-15","Trelleborg","SWE","1277.19"
"2004-09-15","Treviso","ITA","1440.30"
"2004-09-15","Triestina","ITA","1478.04"
"2004-09-15","Tromso","NOR","1422.21"
"2004-09-15","Troyes","FRA","1506.09"
"2004-09-15","Twente","NED","1516.46"
"2004-09-15","Udinese","ITA","1680.42"
"2004-09-15","Unirea Alba Iulia","ROM","1250.85"
"2004-09-15","Unterhaching","GER","1404.13"
"2004-09-15","Utrecht","NED","1527.21"
"2004-09-15","Valencia","ESP","1946.84"
"2004-09-15","Valerenga","NOR","1469.90"
"2004-09-15","Valladolid","ESP","1740.23"
"2004-09-15","Venezia","ITA","1397.53"
"2004-09-15","Verona","ITA","1452.21"
"2004-09-15","Viborg","DEN","1377.43"
"2004-09-15","Vicenza","ITA","1478.11"
"2004-09-15","Viking","NOR","1452.34"
"2004-09-15","Villarreal","ESP","1793.65"
"2004-09-15","Vitesse","NED","1480.01"
"2004-09-15","Waalwijk","NED","1486.01"
"2004-09-15","Wacker Innsbruck","AUT","1416.60"
"2004-09-15","Watford","ENG","1435.70"
"2004-09-15","Werder Bremen","GER","1757.81"
"2004-09-15","West Brom","ENG","1546.72"
"2004-09-15","West Ham","ENG","1567.60"
"2004-09-15","Westerlo","BEL","1500.59"
"2004-09-15","Wigan","ENG","1520.10"
"2004-09-15","Willem II","NED","1510.41"
"2004-09-15","Wisla","POL","1693.70"
"2004-09-15","Wolfsburg","GER","1639.66"
"2004-09-15","Wolves","ENG","1541.23"
"2004-09-15","Xanthi","GRE","1346.35"
"2004-09-15","Xerez","ESP","1618.53"
"2004-09-15","Zaragoza","ESP","1749.43"
"2004-09-15","Zenit","RUS","1571.50"
"2004-10-01","A. Sebatspor","TUR","1435.55"
"2004-10-01","Aachen","GER","1495.49"
"2004-10-01","Aalborg","DEN","1420.78"
"2004-10-01","Aarhus","DEN","1331.97"
"2004-10-01","Aberdeen","SCO","1338.49"
"2004-10-01","Academica","POR","1446.43"
"2004-10-01","Admira","AUT","1442.73"
"2004-10-01","AEK","GRE","1620.21"
"2004-10-01","Ahlen","GER","1438.24"
"2004-10-01","AIK","SWE","1368.15"
"2004-10-01","Ajaccio","FRA","1572.40"
"2004-10-01","Ajax","NED","1758.19"
"2004-10-01","Alanya","RUS","1375.08"
"2004-10-01","Alaves","ESP","1697.94"
"2004-10-01","Albacete","ESP","1709.29"
"2004-10-01","Albinoleffe","ITA","1478.79"
"2004-10-01","Allianssi","FIN","1188.13"
"2004-10-01","Almeria","ESP","1557.15"
"2004-10-01","Amica Wronki","POL","1499.65"
"2004-10-01","Amiens","FRA","1487.84"
"2004-10-01","Amkar Perm","RUS","1357.30"
"2004-10-01","Anderlecht","BEL","1717.84"
"2004-10-01","Angers","FRA","1480.88"
"2004-10-01","Ankaraguecue","TUR","1494.01"
"2004-10-01","Ankaraspor","TUR","1413.32"
"2004-10-01","Arezzo","ITA","1418.89"
"2004-10-01","Arges Pitesti","ROM","1326.74"
"2004-10-01","Aris","GRE","1371.28"
"2004-10-01","Arsenal","ENG","1931.00"
"2004-10-01","Ascoli","ITA","1454.63"
"2004-10-01","Aston Villa","ENG","1715.86"
"2004-10-01","Atalanta","ITA","1569.00"
"2004-10-01","Ath Bilbao","ESP","1802.77"
"2004-10-01","Ath Madrid","ESP","1787.90"
"2004-10-01","Austria Wien","AUT","1628.21"
"2004-10-01","Auxerre","FRA","1754.20"
"2004-10-01","AZ Alkmaar","NED","1592.20"
"2004-10-01","Bacau","ROM","1318.55"
"2004-10-01","Barcelona","ESP","1930.31"
"2004-10-01","Bari","ITA","1430.01"
"2004-10-01","Bastia","FRA","1621.23"
"2004-10-01","Bayern Munich","GER","1819.46"
"2004-10-01","Beerschot VA","BEL","1454.52"
"2004-10-01","Beira Mar","POR","1459.93"
"2004-10-01","Belenenses","POR","1462.83"
"2004-10-01","Benfica","POR","1705.26"
"2004-10-01","Bergen","BEL","1377.59"
"2004-10-01","Besiktas","TUR","1597.45"
"2004-10-01","Betis","ESP","1781.34"
"2004-10-01","Beveren","BEL","1431.77"
"2004-10-01","Bielefeld","GER","1560.79"
"2004-10-01","Birmingham","ENG","1655.60"
"2004-10-01","Bistrita","ROM","1340.90"
"2004-10-01","Blackburn","ENG","1655.31"
"2004-10-01","Boavista","POR","1547.86"
"2004-10-01","Bochum","GER","1675.35"
"2004-10-01","Bodoe Glimt","NOR","1396.99"
"2004-10-01","Bologna","ITA","1627.92"
"2004-10-01","Bolton","ENG","1710.10"
"2004-10-01","Bordeaux","FRA","1735.35"
"2004-10-01","Brann","NOR","1436.25"
"2004-10-01","Brasov","ROM","1313.36"
"2004-10-01","Bregenz","AUT","1358.90"
"2004-10-01","Brescia","ITA","1630.43"
"2004-10-01","Brest","FRA","1471.49"
"2004-10-01","Brighton","ENG","1408.42"
"2004-10-01","Brondby","DEN","1501.53"
"2004-10-01","Burghausen","GER","1471.28"
"2004-10-01","Burnley","ENG","1437.68"
"2004-10-01","Cadiz","ESP","1590.66"
"2004-10-01","Caen","FRA","1621.06"
"2004-10-01","Cagliari","ITA","1577.05"
"2004-10-01","Cardiff","ENG","1414.77"
"2004-10-01","Catania","ITA","1480.78"
"2004-10-01","Catanzaro","ITA","1387.73"
"2004-10-01","Celta","ESP","1731.81"
"2004-10-01","Celtic","SCO","1738.57"
"2004-10-01","Cercle Brugge","BEL","1412.58"
"2004-10-01","Cesena","ITA","1410.67"
"2004-10-01","CFR Cluj","ROM","1309.13"
"2004-10-01","Chalkidona","GRE","1387.45"
"2004-10-01","Charleroi","BEL","1432.36"
"2004-10-01","Charlton","ENG","1676.07"
"2004-10-01","Chateauroux","FRA","1487.00"
"2004-10-01","Chelsea","ENG","1885.10"
"2004-10-01","Chievo","ITA","1672.59"
"2004-10-01","Ciudad de Murcia","ESP","1550.53"
"2004-10-01","Clermont","FRA","1458.61"
"2004-10-01","Club Brugge","BEL","1709.50"
"2004-10-01","Cordoba","ESP","1533.76"
"2004-10-01","Cottbus","GER","1511.43"
"2004-10-01","Coventry","ENG","1475.41"
"2004-10-01","Cracovia","POL","1333.57"
"2004-10-01","Craiova 1948","ROM","1344.58"
"2004-10-01","Creteil","FRA","1441.62"
"2004-10-01","Crewe","ENG","1400.60"
"2004-10-01","Crotone","ITA","1392.23"
"2004-10-01","Crystal Palace","ENG","1539.05"
"2004-10-01","CSKA Moskva","RUS","1639.61"
"2004-10-01","Den Bosch","NED","1366.43"
"2004-10-01","Den Haag","NED","1406.07"
"2004-10-01","Denizlispor","TUR","1542.71"
"2004-10-01","Derby","ENG","1438.09"
"2004-10-01","Dijon","FRA","1463.20"
"2004-10-01","Dinamo Bucuresti","ROM","1485.49"
"2004-10-01","Diyarbakirspor","TUR","1430.20"
"2004-10-01","Djurgarden","SWE","1472.54"
"2004-10-01","Dortmund","GER","1711.29"
"2004-10-01","Dresden","GER","1388.57"
"2004-10-01","Duisburg","GER","1497.61"
"2004-10-01","Dundee","SCO","1345.95"
"2004-10-01","Dundee United","SCO","1336.85"
"2004-10-01","Dunfermline","SCO","1340.13"
"2004-10-01","Dynamo Moskva","RUS","1433.78"
"2004-10-01","Egaleo","GRE","1461.04"
"2004-10-01","Eibar","ESP","1587.20"
"2004-10-01","Ein Frankfurt","GER","1544.13"
"2004-10-01","Ein Trier","GER","1458.90"
"2004-10-01","Elche","ESP","1562.87"
"2004-10-01","Elfsborg","SWE","1380.92"
"2004-10-01","Empoli","ITA","1576.63"
"2004-10-01","Erfurt","GER","1408.30"
"2004-10-01","Ergotelis","GRE","1255.77"
"2004-10-01","Erzgebirge Aue","GER","1461.09"
"2004-10-01","Esbjerg","DEN","1413.54"
"2004-10-01","Espanol","ESP","1779.91"
"2004-10-01","Essen","GER","1388.77"
"2004-10-01","Estoril","POR","1419.64"
"2004-10-01","Everton","ENG","1681.36"
"2004-10-01","Farul","ROM","1316.33"
"2004-10-01","FC Brussels","BEL","1332.62"
"2004-10-01","FC Kobenhavn","DEN","1459.61"
"2004-10-01","FC Koln","GER","1535.67"
"2004-10-01","FC Moskva","RUS","1424.10"
"2004-10-01","Fenerbahce","TUR","1695.86"
"2004-10-01","Ferrol","ESP","1549.91"
"2004-10-01","Feyenoord","NED","1718.93"
"2004-10-01","Fiorentina","ITA","1528.62"
"2004-10-01","Fredrikstad","NOR","1333.78"
"2004-10-01","Freiburg","GER","1583.17"
"2004-10-01","Fulham","ENG","1687.68"
"2004-10-01","GAK","AUT","1581.31"
"2004-10-01","Galatasaray","TUR","1649.80"
"2004-10-01","Gaziantepspor","TUR","1587.09"
"2004-10-01","Genclerbirligi","TUR","1536.26"
"2004-10-01","Genk","BEL","1572.57"
"2004-10-01","Genoa","ITA","1478.48"
"2004-10-01","Gent","BEL","1495.53"
"2004-10-01","Getafe","ESP","1660.76"
"2004-10-01","Gil Vicente","POR","1476.89"
"2004-10-01","Gillingham","ENG","1373.29"
"2004-10-01","Goeteborg","SWE","1447.39"
"2004-10-01","Gornik","POL","1406.94"
"2004-10-01","Gornik Leczna","POL","1287.03"
"2004-10-01","Graafschap","NED","1360.43"
"2004-10-01","Grenoble","FRA","1500.54"
"2004-10-01","Greuther Furth","GER","1532.39"
"2004-10-01","Grodzisk","POL","1530.42"
"2004-10-01","Groningen","NED","1446.69"
"2004-10-01","Gueugnon","FRA","1524.06"
"2004-10-01","Guimaraes","POR","1472.64"
"2004-10-01","Guingamp","FRA","1589.41"
"2004-10-01","Haka","FIN","1205.29"
"2004-10-01","Halmstad","SWE","1467.51"
"2004-10-01","Ham-Kam","NOR","1362.89"
"2004-10-01","Hamburg","GER","1632.80"
"2004-10-01","Hammarby","SWE","1430.85"
"2004-10-01","Hannover","GER","1592.05"
"2004-10-01","Hansa Rostock","GER","1618.53"
"2004-10-01","Hearts","SCO","1504.90"
"2004-10-01","Heerenveen","NED","1603.85"
"2004-10-01","Helsingborg","SWE","1410.72"
"2004-10-01","Herfolge","DEN","1247.61"
"2004-10-01","Hertha","GER","1634.97"
"2004-10-01","Hibernian","SCO","1361.03"
"2004-10-01","HJK Helsinki","FIN","1219.66"
"2004-10-01","Iasi","ROM","1241.47"
"2004-10-01","Inter","ITA","1782.83"
"2004-10-01","Inverness","SCO","1238.96"
"2004-10-01","Ionikos","GRE","1364.25"
"2004-10-01","Ipswich","ENG","1537.76"
"2004-10-01","Iraklis","GRE","1466.66"
"2004-10-01","Istanbulspor","TUR","1437.24"
"2004-10-01","Istres","FRA","1527.76"
"2004-10-01","Juventus","ITA","1838.99"
"2004-10-01","Kaiserslautern","GER","1577.85"
"2004-10-01","Kalamaria","GRE","1271.01"
"2004-10-01","Kalithea","GRE","1351.98"
"2004-10-01","Kalmar","SWE","1374.90"
"2004-10-01","Karlsruhe","GER","1414.39"
"2004-10-01","Katowice","POL","1344.31"
"2004-10-01","Kayserispor","TUR","1350.35"
"2004-10-01","Kerkyra","GRE","1265.45"
"2004-10-01","Kilmarnock","SCO","1366.55"
"2004-10-01","Konyaspor","TUR","1466.51"
"2004-10-01","Kryliya Sovetov","RUS","1523.61"
"2004-10-01","Kuban","RUS","1366.97"
"2004-10-01","La Coruna","ESP","1840.79"
"2004-10-01","Landskrona","SWE","1329.18"
"2004-10-01","Laval","FRA","1470.97"
"2004-10-01","Lazio","ITA","1744.86"
"2004-10-01","Le Havre","FRA","1501.59"
"2004-10-01","Le Mans","FRA","1577.20"
"2004-10-01","Lecce","ITA","1636.05"
"2004-10-01","Lech","POL","1349.71"
"2004-10-01","Leeds","ENG","1575.78"
"2004-10-01","Legia","POL","1596.84"
"2004-10-01","Leicester","ENG","1572.83"
"2004-10-01","Leiria","POR","1522.59"
"2004-10-01","Lens","FRA","1670.15"
"2004-10-01","Levante","ESP","1713.13"
"2004-10-01","Leverkusen","GER","1754.63"
"2004-10-01","Lierse","BEL","1467.31"
"2004-10-01","Lille","FRA","1709.24"
"2004-10-01","Lillestrom","NOR","1464.64"
"2004-10-01","Liverpool","ENG","1787.38"
"2004-10-01","Livingston","SCO","1309.03"
"2004-10-01","Livorno","ITA","1561.04"
"2004-10-01","Lleida","ESP","1547.42"
"2004-10-01","Lok Moskva","RUS","1646.44"
"2004-10-01","Lokeren","BEL","1502.91"
"2004-10-01","Lorient","FRA","1518.54"
"2004-10-01","Louvieroise","BEL","1491.99"
"2004-10-01","Lubin","POL","1310.23"
"2004-10-01","Lyn Oslo","NOR","1421.01"
"2004-10-01","Lyon","FRA","1842.89"
"2004-10-01","Mainz","GER","1581.85"
"2004-10-01","Malaga","ESP","1768.75"
"2004-10-01","Malaga B","ESP","1554.40"
"2004-10-01","Malatyaspor","TUR","1541.98"
"2004-10-01","Mallorca","ESP","1749.55"
"2004-10-01","Malmoe","SWE","1527.45"
"2004-10-01","Man City","ENG","1661.36"
"2004-10-01","Man United","ENG","1865.17"
"2004-10-01","Maritimo","POR","1525.54"
"2004-10-01","Marseille","FRA","1717.03"
"2004-10-01","Mattersburg","AUT","1397.96"
"2004-10-01","Messina","ITA","1590.78"
"2004-10-01","Metz","FRA","1639.73"
"2004-10-01","MGladbach","GER","1617.46"
"2004-10-01","Middlesbrough","ENG","1693.33"
"2004-10-01","Midtjylland","DEN","1403.54"
"2004-10-01","Milan","ITA","1860.11"
"2004-10-01","Millwall","ENG","1476.30"
"2004-10-01","Modena","ITA","1533.09"
"2004-10-01","Molde","NOR","1419.40"
"2004-10-01","Monaco","FRA","1829.97"
"2004-10-01","Montpellier","FRA","1523.96"
"2004-10-01","Moreirense","POR","1487.68"
"2004-10-01","Motherwell","SCO","1377.20"
"2004-10-01","Mouscron","BEL","1529.46"
"2004-10-01","Munich 1860","GER","1555.33"
"2004-10-01","Murcia","ESP","1601.19"
"2004-10-01","NAC Breda","NED","1537.91"
"2004-10-01","Nacional","POR","1528.43"
"2004-10-01","Nancy","FRA","1531.90"
"2004-10-01","Nantes","FRA","1704.24"
"2004-10-01","Newcastle","ENG","1770.80"
"2004-10-01","Nice","FRA","1665.43"
"2004-10-01","Nijmegen","NED","1472.50"
"2004-10-01","Niort","FRA","1490.56"
"2004-10-01","Nordsjaelland","DEN","1302.52"
"2004-10-01","Norwich","ENG","1605.59"
"2004-10-01","Nottm Forest","ENG","1458.40"
"2004-10-01","Numancia","ESP","1680.11"
"2004-10-01","Nurnberg","GER","1565.77"
"2004-10-01","Oberhausen","GER","1428.87"
"2004-10-01","Odd Grenland","NOR","1448.49"
"2004-10-01","Odense","DEN","1436.78"
"2004-10-01","Odra Wodzislaw","POL","1369.24"
"2004-10-01","Oerebro","SWE","1331.65"
"2004-10-01","Oergryte","SWE","1388.07"
"2004-10-01","Oester","SWE","1247.95"
"2004-10-01","OFI","GRE","1370.91"
"2004-10-01","Olympiakos","GRE","1756.57"
"2004-10-01","Oostende","BEL","1321.68"
"2004-10-01","Osasuna","ESP","1775.81"
"2004-10-01","Otelul Galati","ROM","1345.85"
"2004-10-01","Palermo","ITA","1598.52"
"2004-10-01","Panathinaikos","GRE","1746.34"
"2004-10-01","Panionios","GRE","1531.03"
"2004-10-01","PAOK","GRE","1524.36"
"2004-10-01","Paris SG","FRA","1721.93"
"2004-10-01","Parma","ITA","1685.85"
"2004-10-01","Pasching","AUT","1500.49"
"2004-10-01","Penafiel","POR","1397.87"
"2004-10-01","Perugia","ITA","1604.79"
"2004-10-01","Pescara","ITA","1359.16"
"2004-10-01","Piacenza","ITA","1516.63"
"2004-10-01","Plock","POL","1387.00"
"2004-10-01","Plymouth Argyle","ENG","1413.43"
"2004-10-01","Pogon","POL","1310.12"
"2004-10-01","Poli Ejido","ESP","1586.68"
"2004-10-01","Polonia Warszawa","POL","1359.88"
"2004-10-01","Pontevedra","ESP","1540.25"
"2004-10-01","Porto","POR","1827.27"
"2004-10-01","Portsmouth","ENG","1641.79"
"2004-10-01","Preston","ENG","1437.30"
"2004-10-01","Progresul","ROM","1413.23"
"2004-10-01","PSV Eindhoven","NED","1828.57"
"2004-10-01","QPR","ENG","1441.47"
"2004-10-01","Randers","DEN","1251.58"
"2004-10-01","Rangers","SCO","1602.22"
"2004-10-01","Rapid Bucuresti","ROM","1503.47"
"2004-10-01","Rapid Wien","AUT","1515.74"
"2004-10-01","Reading","ENG","1516.95"
"2004-10-01","Real Madrid","ESP","1855.82"
"2004-10-01","Recreativo","ESP","1664.48"
"2004-10-01","Reggina","ITA","1618.51"
"2004-10-01","Reims","FRA","1438.45"
"2004-10-01","Rennes","FRA","1695.82"
"2004-10-01","Rio Ave","POR","1483.18"
"2004-10-01","Rizespor","TUR","1480.03"
"2004-10-01","Roda","NED","1579.95"
"2004-10-01","Roma","ITA","1746.96"
"2004-10-01","Roosendaal","NED","1422.09"
"2004-10-01","Rosenborg","NOR","1601.77"
"2004-10-01","Rostov","RUS","1396.80"
"2004-10-01","Rotherham","ENG","1394.92"
"2004-10-01","Rotor Volgograd","RUS","1376.47"
"2004-10-01","Rubin Kazan","RUS","1443.31"
"2004-10-01","Saarbrucken","GER","1413.58"
"2004-10-01","Sakaryaspor","TUR","1357.71"
"2004-10-01","Salamanca","ESP","1586.71"
"2004-10-01","Salernitana","ITA","1390.47"
"2004-10-01","Salzburg","AUT","1459.19"
"2004-10-01","Sampdoria","ITA","1607.49"
"2004-10-01","Samsunspor","TUR","1474.67"
"2004-10-01","Santander","ESP","1706.41"
"2004-10-01","Saturn Ramenskoje","RUS","1472.92"
"2004-10-01","Schalke 04","GER","1652.32"
"2004-10-01","Sedan","FRA","1574.42"
"2004-10-01","Setubal","POR","1437.81"
"2004-10-01","Sevilla","ESP","1833.81"
"2004-10-01","Sheffield United","ENG","1489.07"
"2004-10-01","Shinnik Jaroslawl","RUS","1530.68"
"2004-10-01","Siena","ITA","1567.73"
"2004-10-01","Silkeborg","DEN","1267.08"
"2004-10-01","Sochaux","FRA","1717.24"
"2004-10-01","Sociedad","ESP","1768.60"
"2004-10-01","Sogndal","NOR","1318.08"
"2004-10-01","Southampton","ENG","1647.45"
"2004-10-01","Sp Braga","POR","1516.33"
"2004-10-01","Sp Gijon","ESP","1657.08"
"2004-10-01","Sp Lisbon","POR","1631.45"
"2004-10-01","Spartak Moskva","RUS","1493.67"
"2004-10-01","Sportul","ROM","1279.58"
"2004-10-01","St Etienne","FRA","1595.03"
"2004-10-01","St Truiden","BEL","1431.19"
"2004-10-01","Stabaek","NOR","1422.89"
"2004-10-01","Standard","BEL","1606.57"
"2004-10-01","Steaua","ROM","1577.59"
"2004-10-01","Stoke","ENG","1502.42"
"2004-10-01","Strasbourg","FRA","1592.33"
"2004-10-01","Sturm Graz","AUT","1384.32"
"2004-10-01","Stuttgart","GER","1788.00"
"2004-10-01","Sunderland","ENG","1528.95"
"2004-10-01","Sundsvall","SWE","1322.43"
"2004-10-01","Tarragona","ESP","1522.13"
"2004-10-01","Tenerife","ESP","1627.35"
"2004-10-01","Terek Grozny","RUS","1367.13"
"2004-10-01","Ternana","ITA","1502.66"
"2004-10-01","Terrassa","ESP","1592.68"
"2004-10-01","Timisoara","ROM","1272.03"
"2004-10-01","Torino","ITA","1518.43"
"2004-10-01","Torpedo Moskva","RUS","1535.05"
"2004-10-01","Tottenham","ENG","1669.06"
"2004-10-01","Toulouse","FRA","1635.56"
"2004-10-01","Trabzonspor","TUR","1626.56"
"2004-10-01","Trelleborg","SWE","1246.94"
"2004-10-01","Treviso","ITA","1413.84"
"2004-10-01","Triestina","ITA","1475.17"
"2004-10-01","Tromso","NOR","1411.44"
"2004-10-01","Troyes","FRA","1517.66"
"2004-10-01","Twente","NED","1520.82"
"2004-10-01","Udinese","ITA","1666.52"
"2004-10-01","Unirea Alba Iulia","ROM","1251.53"
"2004-10-01","Unterhaching","GER","1416.50"
"2004-10-01","Utrecht","NED","1572.30"
"2004-10-01","Valencia","ESP","1960.40"
"2004-10-01","Valerenga","NOR","1470.97"
"2004-10-01","Valladolid","ESP","1714.38"
"2004-10-01","Venezia","ITA","1396.56"
"2004-10-01","Verona","ITA","1446.46"
"2004-10-01","Viborg","DEN","1378.31"
"2004-10-01","Vicenza","ITA","1470.82"
"2004-10-01","Viking","NOR","1460.55"
"2004-10-01","Villarreal","ESP","1785.79"
"2004-10-01","Vitesse","NED","1500.88"
"2004-10-01","Waalwijk","NED","1524.71"
"2004-10-01","Wacker Innsbruck","AUT","1433.72"
"2004-10-01","Watford","ENG","1467.96"
"2004-10-01","Werder Bremen","GER","1786.96"
"2004-10-01","West Brom","ENG","1554.38"
"2004-10-01","West Ham","ENG","1565.55"
"2004-10-01","Westerlo","BEL","1502.39"
"2004-10-01","Wigan","ENG","1535.08"
"2004-10-01","Willem II","NED","1516.32"
"2004-10-01","Wisla","POL","1651.91"
"2004-10-01","Wolfsburg","GER","1660.36"
"2004-10-01","Wolves","ENG","1549.57"
"2004-10-01","Xanthi","GRE","1372.96"
"2004-10-01","Xerez","ESP","1621.66"
"2004-10-01","Zaragoza","ESP","1760.35"
"2004-10-01","Zenit","RUS","1616.68"
"2004-10-15","A. Sebatspor","TUR","1426.36"
"2004-10-15","Aachen","GER","1502.49"
"2004-10-15","Aalborg","DEN","1424.21"
"2004-10-15","Aarhus","DEN","1342.99"
"2004-10-15","Aberdeen","SCO","1336.84"
"2004-10-15","Academica","POR","1452.75"
"2004-10-15","Admira","AUT","1429.81"
"2004-10-15","AEK","GRE","1625.15"
"2004-10-15","Ahlen","GER","1448.36"
"2004-10-15","AIK","SWE","1357.84"
"2004-10-15","Ajaccio","FRA","1577.19"
"2004-10-15","Ajax","NED","1756.05"
"2004-10-15","Alanya","RUS","1372.70"
"2004-10-15","Alaves","ESP","1703.95"
"2004-10-15","Albacete","ESP","1717.55"
"2004-10-15","Albinoleffe","ITA","1471.63"
"2004-10-15","Allianssi","FIN","1188.13"
"2004-10-15","Almeria","ESP","1557.15"
"2004-10-15","Amica Wronki","POL","1510.99"
"2004-10-15","Amiens","FRA","1498.82"
"2004-10-15","Amkar Perm","RUS","1364.88"
"2004-10-15","Anderlecht","BEL","1720.20"
"2004-10-15","Angers","FRA","1477.96"
"2004-10-15","Ankaraguecue","TUR","1502.41"
"2004-10-15","Ankaraspor","TUR","1407.57"
"2004-10-15","Arezzo","ITA","1424.34"
"2004-10-15","Arges Pitesti","ROM","1321.63"
"2004-10-15","Aris","GRE","1371.33"
"2004-10-15","Arsenal","ENG","1934.74"
"2004-10-15","Ascoli","ITA","1468.25"
"2004-10-15","Aston Villa","ENG","1715.99"
"2004-10-15","Atalanta","ITA","1571.43"
"2004-10-15","Ath Bilbao","ESP","1788.64"
"2004-10-15","Ath Madrid","ESP","1781.02"
"2004-10-15","Austria Wien","AUT","1641.12"
"2004-10-15","Auxerre","FRA","1761.38"
"2004-10-15","AZ Alkmaar","NED","1594.34"
"2004-10-15","Bacau","ROM","1323.67"
"2004-10-15","Barcelona","ESP","1932.28"
"2004-10-15","Bari","ITA","1423.44"
"2004-10-15","Bastia","FRA","1613.56"
"2004-10-15","Bayern Munich","GER","1828.94"
"2004-10-15","Beerschot VA","BEL","1445.85"
"2004-10-15","Beira Mar","POR","1458.90"
"2004-10-15","Belenenses","POR","1461.40"
"2004-10-15","Benfica","POR","1710.12"
"2004-10-15","Bergen","BEL","1366.31"
"2004-10-15","Besiktas","TUR","1591.96"
"2004-10-15","Betis","ESP","1784.56"
"2004-10-15","Beveren","BEL","1438.84"
"2004-10-15","Bielefeld","GER","1554.09"
"2004-10-15","Birmingham","ENG","1657.01"
"2004-10-15","Bistrita","ROM","1347.82"
"2004-10-15","Blackburn","ENG","1655.18"
"2004-10-15","Boavista","POR","1535.43"
"2004-10-15","Bochum","GER","1669.00"
"2004-10-15","Bodoe Glimt","NOR","1396.95"
"2004-10-15","Bologna","ITA","1621.36"
"2004-10-15","Bolton","ENG","1699.61"
"2004-10-15","Bordeaux","FRA","1734.47"
"2004-10-15","Brann","NOR","1445.02"
"2004-10-15","Brasov","ROM","1298.08"
"2004-10-15","Bregenz","AUT","1356.28"
"2004-10-15","Brescia","ITA","1623.41"
"2004-10-15","Brest","FRA","1469.97"
"2004-10-15","Brighton","ENG","1408.87"
"2004-10-15","Brondby","DEN","1504.54"
"2004-10-15","Burghausen","GER","1488.65"
"2004-10-15","Burnley","ENG","1441.62"
"2004-10-15","Cadiz","ESP","1604.91"
"2004-10-15","Caen","FRA","1621.93"
"2004-10-15","Cagliari","ITA","1584.07"
"2004-10-15","Cardiff","ENG","1417.46"
"2004-10-15","Catania","ITA","1478.95"
"2004-10-15","Catanzaro","ITA","1400.02"
"2004-10-15","Celta","ESP","1723.18"
"2004-10-15","Celtic","SCO","1741.38"
"2004-10-15","Cercle Brugge","BEL","1410.22"
"2004-10-15","Cesena","ITA","1422.51"
"2004-10-15","CFR Cluj","ROM","1304.64"
"2004-10-15","Chalkidona","GRE","1393.81"
"2004-10-15","Charleroi","BEL","1434.45"
"2004-10-15","Charlton","ENG","1672.33"
"2004-10-15","Chateauroux","FRA","1485.76"
"2004-10-15","Chelsea","ENG","1889.41"
"2004-10-15","Chievo","ITA","1677.71"
"2004-10-15","Ciudad de Murcia","ESP","1551.51"
"2004-10-15","Clermont","FRA","1461.53"
"2004-10-15","Club Brugge","BEL","1704.09"
"2004-10-15","Cordoba","ESP","1515.84"
"2004-10-15","Cottbus","GER","1503.84"
"2004-10-15","Coventry","ENG","1467.49"
"2004-10-15","Cracovia","POL","1341.86"
"2004-10-15","Craiova 1948","ROM","1359.86"
"2004-10-15","Creteil","FRA","1437.23"
"2004-10-15","Crewe","ENG","1414.37"
"2004-10-15","Crotone","ITA","1393.83"
"2004-10-15","Crystal Palace","ENG","1553.50"
"2004-10-15","CSKA Moskva","RUS","1645.94"
"2004-10-15","Den Bosch","NED","1365.16"
"2004-10-15","Den Haag","NED","1403.86"
"2004-10-15","Denizlispor","TUR","1538.49"
"2004-10-15","Derby","ENG","1442.30"
"2004-10-15","Dijon","FRA","1460.31"
"2004-10-15","Dinamo Bucuresti","ROM","1491.39"
"2004-10-15","Diyarbakirspor","TUR","1434.81"
"2004-10-15","Djurgarden","SWE","1462.08"
"2004-10-15","Dortmund","GER","1705.31"
"2004-10-15","Dresden","GER","1381.57"
"2004-10-15","Duisburg","GER","1487.48"
"2004-10-15","Dundee","SCO","1347.61"
"2004-10-15","Dundee United","SCO","1334.04"
"2004-10-15","Dunfermline","SCO","1338.86"
"2004-10-15","Dynamo Moskva","RUS","1442.18"
"2004-10-15","Egaleo","GRE","1464.46"
"2004-10-15","Eibar","ESP","1593.88"
"2004-10-15","Ein Frankfurt","GER","1542.33"
"2004-10-15","Ein Trier","GER","1469.29"
"2004-10-15","Elche","ESP","1579.46"
"2004-10-15","Elfsborg","SWE","1381.96"
"2004-10-15","Empoli","ITA","1596.35"
"2004-10-15","Erfurt","GER","1397.01"
"2004-10-15","Ergotelis","GRE","1255.72"
"2004-10-15","Erzgebirge Aue","GER","1450.71"
"2004-10-15","Esbjerg","DEN","1402.52"
"2004-10-15","Espanol","ESP","1771.65"
"2004-10-15","Essen","GER","1390.57"
"2004-10-15","Estoril","POR","1413.57"
"2004-10-15","Everton","ENG","1671.32"
